mercurys,M,a,capom,e,i,omega,mass,radio,mass_grav,period,x,y,z,vx,vy,vz
mercuryA0,132.35474760513793,0.05,47.474264111521315,0.034103007059083944,0.011413675389391316,48.38175451011492,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.02483265143078061,0.04159556239434004,9.24642363430417e-06,-0.06870425739943535,-0.03972544079468816,4.737515510453899e-06
mercuryA1,288.08678757019453,0.05,40.11102709970123,0.011413720274118988,0.048558123965752445,294.188899940094,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.008105216864554489,-0.04900176589242813,-3.6186848155791634e-05,0.07628482477317648,0.013346304565526532,-3.300236044201334e-05
mercuryA2,127.74611480993943,0.05,332.33996392744484,0.005381398917158959,0.02510788917555791,20.07018132427742,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.018990261440033112,0.04639687809647153,1.4145062174056474e-05,-0.07114377595433995,-0.028731178393781875,-2.5624374237237307e-05
mercuryA3,191.5873778515232,0.05,64.92904757789344,0.04621869819149698,0.019285888022387922,202.1474916387848,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.005037338988951954,0.05206520456307806,5.890332136056825e-06,-0.07309992506571261,0.007234848681819394,2.331927270817702e-05
mercuryA4,175.0193428079106,0.05,331.5615762075994,0.03734298663486231,0.021246063665818406,288.449344844741,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.04452949518156794,-0.02020432316398017,-1.4451289860610497e-05,0.034640021080331616,-0.07060390828007103,-1.6904669637407942e-05
mercuryA5,227.9339426462469,0.05,353.26721303734683,0.038924360850874466,0.021098573070901152,169.44387749951886,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.0028823275061585878,-0.05031669011345847,-1.8525254725895304e-05,0.0759720937643483,-0.007264320406111425,6.233090127242916e-07
mercuryA6,251.1080511919055,0.05,287.13614185073294,0.028319506803035573,0.03612302557032303,190.24544200947494,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.01182951364193616,0.04715888932335386,1.6333318814313964e-06,-0.07658381356771876,-0.01972749330616417,-4.9804672283796835e-05
mercuryA7,10.399774948144834,0.05,302.6296963070616,0.014481756706039284,0.048548701357407575,39.44183627258725,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.040485811647961764,-0.030040164784690147,-4.26158073944593e-05,0.04618877245453629,-0.060727315810847386,5.214773116442093e-06
mercuryA8,167.5082219851556,0.05,107.10383736902781,0.028289226069912517,0.02742629459641034,205.61429370221416,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.05034723843871257,-0.006672869599568268,2.3973721437732805e-05,0.011711342400412526,-0.07481700520353823,5.174817377466494e-06
mercuryA9,54.311801107560775,0.05,155.8372787708209,0.03431611118765371,0.013559635135348603,47.01984058589757,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.016057496549668086,0.04850672344918044,-1.202936952178439e-05,-0.07204969711996653,0.021756655905180177,2.2817798929088784e-06
mercuryA10,135.07095976313414,0.05,267.42974021151736,0.00905469363288568,0.030701597570714757,14.115003414006221,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.009245043314553255,0.04959839396607888,-6.140748516513457e-06,-0.07494833217302915,-0.013958032052892595,-3.978480651188367e-05
mercuryA11,285.1400339764142,0.05,261.3180523366224,0.022165617079217572,0.041311304274673784,248.59274549147977,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.016478894811137134,-0.0480801983206499,1.6978358749895607e-05,0.07193737633529645,0.023472957286170056,4.871910792918483e-05
mercuryA12,199.98197530915448,0.05,340.2787023195346,0.0007026873917342025,0.02654021322822607,59.20427245696156,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.046190401117051624,-0.019099552740553586,-1.1082597448952077e-06,0.029362065149542593,0.07113413181174923,3.5607205774960046e-05
mercuryA13,126.30446350864973,0.05,154.45588590978988,0.0005529398516958495,0.03168601834187066,355.1326224507107,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.049672268094331326,-0.00551817944859145,1.459863860411258e-05,0.008472552510544639,-0.07649667833016752,3.614905021611392e-05
